text,class,score
space alignment you are collaborating with a few other programmers on a coding project to your horror you discover that some people have been using tabs to indent code while other people have been using spaces to indent code within the same file apparently these people didn t notice that anything was amiss when they did so you wish to replace the tabs with spaces so that the file has consistent indenting consistent indenting means that for every line at a nesting depth of k k ge 0 the first non whitespace character in the line should be preceded by exactly k cdot i spaces where i 0 is it possible to replace each tabs with a fixed number of spaces to repair the file and have consistent indenting the first line of input contains a single integer n 2 le n le 100 which is the number of lines of code output a single integer which is the smallest number of spaces greater than zero to replace each tab with and achieve consistent indentation or 1 if it isn t possible,hard,6.0
digits of unity at the beginning of the school year the students in the international college of paper cutters icpc choose their student ids the students can choose any positive integer less than or equal to some maximum number for their ids but no two students can choose the same student id after some deliberation among the ranks the students decided they wanted to find some common ground between all their ids in particular they want to choose their ids such that the bitwise and of all of their student ids has at least some minimum number of 1 bits the students of the icpc are asking you to write a program to compute the number of ways to do this two assignments are different if there is at least one student that has a different student id in each assignment the bitwise and of two integers a and b is an integer c whose binary representation is as follows the i th bit of c is 1 if and only if the i th bits of both a and b are 1 c c java and python all support computing the bitwise and of two integers using the operator this definition generalizes to sets of numbers the bitwise and of a set of integers s is an integer c whose binary representation is as follows the i th bit of c is 1 if and only if the i th bit of each element of s is 1 the single line of input contains three integers n 1 leq n leq 5 times 10 5 k 1 leq k leq 5 times 10 5 and m n leq m leq 5 times 10 6 where n is the number of students k is the required minimum number of common bits and m is the maximum number any student id could be output a single integer which is the number of ways to choose n distinct student ids from the range 1 m such that the number of 1 bits in the bitwise and of the student ids has at least k 1 bits since the answer may be large output it modulo 998 244 353,hard,6.0
beast bullies there are some animals with distinct strength levels getting water from a watering hole the more animals that are at the watering hole the less water each animal will get for this reason some of the animals will try to force the others to leave periodically the weakest animal in the group may be attacked by some of the stronger animals other animals may come to the aid of the weakest animal the weakest animal will leave if the sum of the strength levels of the attackers is strictly greater than the sum of the strength levels of the defenders the other defenders if any will remain this may repeat any number of times as an up and coming zoologist you are interested in determining if animals are logical thinkers you have a lot of data so you will write a program to help check if in each situation the animals behaved optimally each animal wants to eliminate as many other animals as possible without being eliminated itself given the strength level of each animal and assuming each animal always makes the best decision for their best interests determine how many animals are guaranteed to remain after all aggression has been resolved the first line of input contains a single integer n 1 le n le 5 times 10 5 which is the number of animals output a single integer which is the number of animals guaranteed to remain,hard,6.0
taxi driver travis has been a taxi driver in the city of kroywen for many years he used to like his job but the steady increase in traffic over the decades has produced a corresponding increase in his level of stress now the only part of the workday he enjoys is hanging out with his fellow drivers at the diner near the taxi stand where they wait for calls other than making enough money to get by travis s primary objective when working is to maximize the amount of time he can spend at the diner kroywen is laid out as an east west north south grid the streets run east west and the avenues run north south streets are numbered 1 2 ldots n from north to south and avenues are numbered 1 2 ldots m from west to east an intersection is specified as an ordered pair s a where s is a street number and a is an avenue number the taxi stand is located at 1 1 it takes travis exactly 1 minute to drive the length of a city block i e from any intersection to the intersection immediately north south east or west all streets and avenues are bi directional this is not particularly frustrating but what is frustrating is the time required to navigate intersections if an intersection is not undergoing construction it takes 1 minute to drive straight through 2 minutes to turn right and 3 minutes to turn left no u turns allowed if an intersection is undergoing construction these times may vary significantly when travis gets a call he leaves the taxi stand drives to the pickup location drives from there to the dropoff location and then returns to the taxi stand pickup and dropoff locations are always intersections and it takes a customer a negligible amount of time to get in or out of the taxi travis wants your help to minimize the number of minutes needed for such a trip by choosing his route carefully note that travis can leave the taxi stand driving either east or south and he can return to the taxi stand driving west or north every other intersection he passes through possibly turning right or left incurs the corresponding time penalty but no additional time is required to depart from enter or pass through 1 1 it s possible that travis will need to pass through 1 1 on his way from the pickup location to the dropoff location this may seem strange but not much surprises travis anymore the first line of input contains three space separated integers n m c where n is the number of streets m is the number of avenues 2 leq n m leq 100 and c is the number of intersections undergoing construction 0 leq c n cdot m the second line contains four space separated integers s p a p s d a d where s p a p is the pickup intersection and s d a d is the dropoff intersection street numbers s p s d are in the interval 1 n and avenue numbers a p a d are in the interval 1 m the pickup and dropoff intersections are distinct and neither is equal to 1 1 this is followed by c lines each of which gives delay information for an intersection undergoing construction in the form of five space separated integers s a t r ell where s a is the intersection t is the time required to drive straight through r is the time required to turn right and ell is the time required to turn left 0 leq t r ell leq 10 all times in minutes the c intersections are distinct and 1 1 is never undergoing construction output a single integer the minimum number of minutes needed for travis to depart the taxi stand drive to the pickup location drive from there to the dropoff location and then return to the taxi stand,hard,6.0
distributing levels rare candies are one of the scarcest resource in all of pokemon for a very good reason they have the incredibly potent ability to raise a pokemon s level by 1 they were seemingly impossible to mass produce until you stumbled upon a secret item that had never before been seen in pokemon the common candy by feeding a pokemon a common candy its level will decrease by 1 but a rare candy will be produced that you can use to raise any pokemon s level as pokemon s levels are always between 1 and 100 you cannot feed a common candy to a pokemon with level 1 or a rare candy to a pokemon with level 100 you have n pokemon that each start at a level between 1 and 100 inclusive you want them all to be very strong so you line them up in some order and go through them one by one in order until you reach the end of the line repeating a specific process once per pokemon as follows if the current pokemon is at level 1 skip the following steps and move on to the next pokemon since you cannot feed it a common candy otherwise feed the current pokemon a common candy which will lower its level by 1 and produce a rare candy you then feed that rare candy to the pokemon in the line that has the lowest level at the moment it might be the current pokemon you just fed a common candy to if there are multiple pokemon with the lowest level you may pick any of them to feed the rare candy to after completing this process you notice that the levels of your n pokemon are now l 1 l 2 dots l n in no particular order you suspect that a crafty meowth might have tampered with your perfect system by feeding some pokemon extra candies to mess things up and you need to determine if any sabotage took place by checking if l 1 l 2 dots l n are a possible outcome of the described process given that your pokemon started at various levels between 1 and 100 the first line of the input consists of an integer n this denotes the number of pokemon 1 leq n leq 10 6 the second line of the input consists of n space separated integers l 1 l 2 dots l n these denote the level of each pokemon 1 leq l i leq 100 after you complete the described process output possible if l 1 l 2 dots l n are a possible outcome of the described process otherwise output impossible,hard,6.0
begin the offensive miku nakano is smitten over her tutor fuutaro uesugi however she knows competition is stiff the other 4 quintuplets have begun scheming elaborate plans in order to win over fuu kun s heart despite the odds miku wants to remain true to herself miku recently has been assigned a school homework problem and being the hard worker that she is wants to finish it without the help of fuutaro in miku s heart that would be the true landmark of progress and she hopes to finally win fuu kun s heart over upon further inspection miku realises that the problem is harder than expected miku is given a sequence of n numbers and needs to partition it according to the following rules each section has the same number of elements with only the exception of the last section having fewer if there are insufficient elements every element in the sequence must belong to 1 section each section must be contiguous in the sequence every section is pairwise disjoint with any other section except itself the bitwise and of every number in a section must not be below x seeing miku struggle with this task has made you feel sad and you want to help the best girl achieve her dream boyfriend you need to find k max the maximum length of a section or output that it is impossible the first line contains two space separated integers n 1 le n le 250 000 the length of the sequence and x 0 leq x leq 2 63 1 the minimum value of a section if the sequence cannot be partitioned according to the above rules output 1,hard,6.0
helpful rotations relatively close to mars there is a small group of space habitats shaped as discs to make movement between them easy they are all perfectly aligned in the z coordinate but while movement is usually easy there are cases when it s not hey sophia this situation reminds me of that story you told about your father galatea said oh the one where he had issues getting back to our castle well sure it was a kind of ship and had steering problems too i don t care about how many ways we can get to a space habitat with a repair station though sophia replied galatea had tried to fix their steering engines but quickly figured that they needed to get to a proper repair station sophia s spaceship is an older model with some rather weird quirks for one the ship must either have its nose or tail faced directly at the habitat s centre to dock it also has engines on its nose so while they can t steer in any direction right now they can accelerate and decelerate at a clicks per second i guess we can jump from habitat to habitat by just waiting right the habitats rotate with a fixed speed at some point we ll point towards some other habitat s centre she explained that ll probably take ages though and you forget the abandoned habitats they decided to stop their rotation for safety reasons right sophia muttered i m not so sure i do recall some habitats spinning really fast so it may be faster than waiting for the repair bots galatea argued i highly doubt that but we ll see computer find the fastest path to a space habitat with a repair station the first line consists of 2 integers followed by 2 real numbers h h start theta start and a h is the number of space habitats h start is the habitat galatea and sophia are at and theta start is their current angle in radians the max acceleration of their spaceship is a clicks per second print out the time it takes to get from their current location to a space habitat with a proper repair station your answer must have an absolute or relative error of at most 10 6,hard,6.0
ant typing consider a configurable keyboard where keys can be moved about an ant is walking on the top row of this keyboard and needs to type a numeric string the ant starts on the leftmost key of the top row which contains 9 keys some permutation of the digits from 1 to 9 on a given second the ant can perform one of three operations stay on that key the digit corresponding to that key will be entered move one key to the left this can only happen if the ant is not on the leftmost key move one key to the right this can only happen if the ant is not on the rightmost key compute the minimum number of seconds needed for the ant to type out the given numeric string over all possible numeric key permutations the single line of input contains a single string s 1 le s le 10 5 consisting only of numeric digit characters from 1 to 9 this is the numeric string that the ant needs to type output a single integer which is the minimum number of seconds needed for the ant to type out the given numeric string over all possible numeric key permutations,hard,6.0
micro row you are studying n microbes the i text th microbe has initial x coordinate p i nanometers and will travel s i nanometers in the positive x direction each second all these x coordinates are initially distinct you know that these microbes are incredibly amorphous so that if one of them touches another one that is they occupy the exact same x coordinate at the same time they will merge together ruining the whole study to this end you want to separate the microbes into rows where each row has a distinct y coordinate before the study begins such that no two microbes will ever touch each other no matter how long you observe them it is hard to keep track of too many rows so you want to minimize the total number of rows you have to separate the microbes into how should you separate these microbes such that the minimum number of rows is needed the first line of input contains a single integer n 1 leq n leq 200 000 the number of microbes output a single line containing n distinct integers r 1 r 2 dots r n 1 leq r i leq n the rows the microbes should be located there must be at least one microbe on each row that is r i k for some k implies for all positive integer k k the existence of some j such that r j k the configuration you provide should not allow any two microbes to touch each other at any point and among all such configurations satisfying that criteria use the minimum possible number of rows,hard,6.0
dividing kingdom the kingdom of byteland has n cities numbered from 1 to n there are exactly n 1 roads in the kingdom each connects a pair of cities using these roads it is possible to go from any city to any other city the king of byteland wants to divide the kingdom into two halves and pass down each half to one of his two sons this would be done by removing exactly one road splitting the kingdom into two connected components this turns out to be a non trivial task to avoid fighting between his sons the king needs to divide the kingdom fairly for each half he defines its diameter as the longest simple path connecting two cities in that half the king wants the difference between the diameters of the two halves to be minimum note a simple path from city s to city t is an ordered sequence of cities v 0 rightarrow v 1 rightarrow v 2 rightarrow ldots rightarrow v k where v 0 s v k t and all v i are unique for each valid index i v i and v i 1 are connected directly by some road the length of a path is the sum of the length of all roads connecting v i and v i 1 please help the king the input contains multiple test cases each test case is presented as below for each test case print a single line containing a single integer the minimum difference between the two diameters,hard,6.0
hired help viv s shoe repair company has seen a spike in demand today she has a backlog of shoes that need repairs so viv wants to hire some people to assist with the extra work according to labour laws each employee is not allowed to repair more than a certain number of shoes say k each day each shoe takes 1 minute to repair no more no less each shoe also has a deadline if it is not repaired by the deadline then the customer gets mad and takes their business elsewhere viv believes everyone should put in an honest day s work if an employee fixes fewer than k shoes today then viv would prefer to not have hired them at all in fact she believes in this so strongly that she would prefer to lose business from clients than have an employee not complete their quota help viv determine the maximum number of employees she can hire so a each employee can repair k shoes before their deadlines and b each shoe is of course repaired by at most one employee input begins with a line consisting of two integers n 1 leq n leq 10 5 and k 1 leq k leq n where n is the number of shoes that need to be repaired and k is as described above output a single integer m on a single line indicating the maximum number of employees such that it is possible to allocate k shoes to each employee and each employee can complete their assigned repairs before their respective deadlines assuming all employees start working on their list of assigned jobs at the start of the day,hard,6.0
holiday stars it is the time for the holidays which means it s time for the annual holiday cookie throwing contest where cookies are thrown against a wall cookies are really simple polygons that rotate clockwise while in flight due to many years of advanced research and precise throwing equipment these cookies can fly under idealized conditions their center of mass follows an ideal parabola g 9 81 frac m s 2 and their angular velocity stays constant given a cookie s shape initial angle and speed as well as its angular velocity compute which of the cookie s corners hits the wall first and when the input consists of a single test case the first line contains 5 numbers an integer n 3 le n le 20 denoting the number of vertices of the cookie polygon a real number omega 0 le omega le 10 the angular velocity in text rad s in clockwise direction a real number v 0 1 le v 0 le 10 the initial velocity of the cookie in frac m s an integer theta 0 le theta le 80 the initial angle of the cookie s trajectory given in degrees measured counter clockwise relative to the 1 0 unit vector a real number w 20 le w le 500 denoting the x coordinate of the wall towards which the cookie is moving you may assume that there are no other objects in space aside from the cookie and that the wall is of infinite height e g from infty ldots infty output two numbers i and t i denoting the index i 1 le i le n of the corner that hits the wall first and the time t i in seconds when that happens the index corresponds to the order in the input t i must be given with an absolute error of less than 10 3 you may assume that no two vertices hit the wall within 10 2 seconds of each other and that the first vertex to hit the wall would pierce it for at least 10 3 seconds,hard,6.0
gravamen next to the confrontation between two highly honed batteries of lawyers jungle warfare is a stately minuet bill veeck frivolous lawsuit or legitimate litigation that is the question the judge kattis faces today as she presides over lawsuits between individuals and corporations there are r individuals and s corporations involved in lawsuits that kattis must preside over today for simplicity we label the individuals 1 2 dots r and the corporations 1 2 dots s each of the individuals and corporations is involved in at least one of the l lawsuits each lawsuit involves exactly one individual and one corporation and in particular the i text th of these lawsuits involves the individual a i and the corporation b i there has been a growing resentment among the populace that judges tend to be biased and kattis really wants to be known as an equitable and fair judge for each lawsuit she needs to rule in favor of one party or the other the party she rules in favor of is said to have won the lawsuit in an aggressive bid to improve her optics she has decided to ignore the merits of the arguments involved as the public is incapable of nuanced discussion anyway but to rule in such a way that no single individual or corporation wins too many lawsuits so as to avoid accusations of bias that is she wants to make rulings with the goal of minimizing the maximum number of lawsuits any single individual or corporation wins what ruling should she make for each lawsuit the first line of input contains three integers r 1 leq r leq 2 000 s 1 leq s leq 2 000 and l max r s leq l leq 2 000 the number of individuals the number of corporations and the number of lawsuits output l lines where the i text th of these lines contains either indv a i or corp b i describing the party kattis should rule in favor of for the i text th lawsuit such that the maximum number of lawsuits any single individual or corporation wins is minimized,hard,6.0
debellatio i m never satisfied unless i get the last word alan dershowitz when representing their clients in front of a clueless jury seasoned lawyers know that rhetoric can be just as if not more important than actual substance it is imperative to make the other side look like a fool sometimes the actual content of the argument is immaterial and the winner of the argument is simply the one who has the last word as is the case now you are a lawyer representing your client in a high profile case and the time has come to demonstrate your sharp wit and destroy the opposing side s lawyer in the courtroom there are n arguments labelled 1 2 dots n respectively there are m relations between these arguments the i text th relation means that arguments a i and b i are related which means one can be used as a rebuttal for the other and vice versa both of you know all these arguments and relations of course it is important to remember that when arguing you and your opponent will be taking turns it is important to ensure that arguments are related to the previous one if you make an argument that is not related your opponent will call non sequitur and you will immediately lose the argument the same holds for your opponent no arguments can be repeated if you make an argument that has already been made the audience will realize that you are wasting their time and you will immediately lose the argument the same holds for your opponent an argument is called valid if it satisfies the conditions above now your goal is obviously to strategically argue in such a way to trap your opponent into a corner and make him look like a fool your opponent is so convinced he will win that he even gave you the choice of who you want to go first let hubris be his downfall and annihilate your opponent completely in this battle of wits,hard,6.0
bipartite battle a bipartite graph is an undirected graph whose vertices can be partitioned into 2 sets such that for each edge u v u and v belong to different sets socket has challenged bash to a bipartite battle in the bipartite battle bash and socket play a game with bipartite graphs the bipartite battle happens as follows socket draws n bipartite graphs the i th graph has 2 sets of vertices one with a i vertices and the other with b i vertices then the 2 players bash and socket alternatively take turns in each turn a player must choose exactly one non empty graph then delete exactly one edge or exactly one vertex of the chosen graph if the player deletes one vertex all edges adjacent to it are also deleted the player who cannot move loses note that this can only happen when all edges and all vertices of all graphs have been deleted bash plays first of course socket does not want to play fair socket plans to draw bipartite graphs such that he always wins how many ways can socket draw n bipartite graphs so that he always wins assuming both players play optimally the first line of input contains the integer n 1 le n le 10 5 print exactly one integer the number of ways socket can draw n bipartite graphs modulo 10 9 7,hard,6.0
bus planning you are to write a program which helps her with the task of making these groups given the number of kids and their enemies find the minimum number of groups required as well as a division of the class into this minimum number of groups the first line contains three integers n k and c 1 le n le 17 0 le k le frac n n 1 2 and 1 le c le n the number of kids pairs of enemies and the capacity of the bus respectively then follow n lines with the kids names each name consists solely of the characters a z and a z is non empty and at most 10 characters long then follow k lines each containing a pair of space separated names indicating a pair of kids that dislike each other no pair of names appears twice and no kid is their own enemy on the first line output the minimum number of groups followed by one line per group containing the names of the children in that group separated by spaces,hard,6.0
mixing drinks pia is a famous bartender at the hip stockholm night club supernova one of her most impressive feats is the mixing a series of drinks using each of the n distinct drink ingredients in the bar exactly once she does this in the following way first pia chooses a number of drinks to make each of the drink ingredients are then lined up in front of her in order 1 2 dots n for the first drink she uses some positive number k of ingredients starting from the left i e 1 2 k for the next drink she uses some positive number l of ingredients starting from the first unused ingredient i e k 1 k 2 dots k l she continues this process until the final drink which uses some set of ingredients n m n m 1 dots n however not every pair of ingredients work well in a drink for example milk and water would not go very well together she may not include a bad pair of ingredients in any drink so far she has managed to make a different set of drinks every night for how many nights can she mix a new set of drinks we call two sets of drinks different if they do not consist of the exact same drinks though they are allowed to have drinks in common the first line of the input contains two integers 1 le n le 100 000 and 0 le p le 100 000 the number of ingredients and bad pairs of ingredients output a single integer the number of nights pia can construct a different set of drinks since this number may be large output the remainder when divided by 10 9 7,hard,6.0
convex contour a number of geometric shapes are neatly arranged in a rectangular grid the shapes occupy consecutive cells in a single row with each cell containing exactly one shape each shape is either a square perfectly aligned with the grid square a circle inscribed in the grid square or an equilateral triangle with a side corresponding to the bottom side of the grid square informally the convex contour of an arrangement is the shortest line that encloses all the shapes formally we can define it as the circumference of the convex hull of the union of all shapes given an arrangement of shapes find the length of its contour the first line contains an integer n 1 le n le 20 the number of shapes the following line contains a string consisting of n characters that describes the shapes in the arrangement left to right each character is an uppercase letter s c or t denoting a square circle or a triangle respectively output a single floating point number the length of the contour the solution will be accepted if the absolute or the relative difference from the judges solution is less than 10 6,hard,6.0
bitcoin toss but yraglac has an idea no it does not include tossing virtual coins the problem title is misleading in that sense instead he will print out all the possible outcomes of tosses of n coins as a string of tails and heads put them into a hat and get someone to draw one out when we become a hatless society yraglac will come up with another one of his brilliant plans rather than putting some thought into the process yraglac prints a string of t s and h s of a random length and then finds the longest substring containing all possible combinations of coin tosses for some n if there are several substrings like this he picks the largest n possible for instance given the string ththhttthht he can start cutting it after the first character 2 characters at the time that way he will have all possible outcomes of tossing two coins on paper t ht hh tt th ht can you help yraglac figure out where he should start cutting his string such that the substring of length n cdot 2 n contains all possible outcomes of tossing n coins when cut into pieces of length n if there are several possibilities you should choose as large n as possible the first line contains a single integer t leq 10 giving the number of test cases each test case consists of a single line with a string s 2 leq s leq 20 000 containing only characters t and h at least one of each for the each test case output two integers on a line n and p where n is as described in the problem statement and as large as possible and p is the number of characters yraglac should skip before making the first cut if there are several possible p s for the given n print out the smallest one,hard,6.0
wedding up to thirty couples will attend a wedding feast at which they will be seated on either side of a long table the bride and groom sit at one end opposite each other and the bride wears an elaborate headdress that keeps her from seeing people on the same side as her it is considered bad luck to have a husband and wife seated on the same side of the table additionally there are several pairs of people conducting adulterous relationships both different sex and same sex relationships are possible and it is bad luck for the bride to see both members of such a pair your job is to arrange people at the table so as to avoid any bad luck each test case gives n 1 leq n leq 30 the number of couples followed by the number of adulterous pairs m 0 leq m leq 50 followed by the pairs in the form 4 h 2 w husband from couple 4 wife from couple 2 or 10 w 4 w or 3 h 1 h couples are numbered from 0 to n 1 with the bride and groom being 0 w and 0 h for each case output a single line containing a list of the n 1 people that should be seated on the same side as the bride if there are several solutions any one will do if there is no solution output a line containing bad luck,hard,6.0
jupiter orbiter although we imagine interplanetary probes to be very sophisticated pieces of technology their information systems are quite archaic you might assume that they have a certain amount of contiguous main memory and can store their data wherever is convenient but unfortunately that is not the case the probe s main memory is organised in a number of fifo first in first out queues in such a queue data has to be taken out of the queue in the same order as it has been added to it a probe has multiple sensors and each sensor is linked to one of the queues whenever a sensor finishes recording it appends the generated data to its queue a sensor can write data to the queue only if the queue has enough space left to take all the data if not the data is lost in order to transfer data from the probe to earth in a process called downlinking the path between the satellite and earth must not be blocked by anything e g a planet like jupiter and the antenna must be correctly positioned during each downlink opportunity data can be taken from multiple queues and transmitted back to earth the total amount of data that can be transmitted during a downlink opportunity depends on the length of the downlink opportunity and distance to earth sensors do not collect data during downlink opportunities since all electricity available is devoted to the transmitter the most important thing for scientists is not to lose any data recorded by sensors in particular all queues have to be empty after the last downlink opportunity the scientists have asked you to write a program to determine whether all data can be transferred to earth in a given time frame one line containing three positive integers n q s 1 leq n q leq 30 1 leq s leq 100 the number of downlink windows fifo queues and sensors respectively output possible if it is possible to transfer all data to earth and impossible otherwise,hard,6.0
doors alex is a circle of radius r well life as a circle is not easy if he were a point moving around and passing through doors would be effortless but now he has to carefully inspect the surroundings before making every move alex s is initially at position 0 y infty where y infty is much bigger than the width of the corridor w alex wants to meet bob who happens to be living to the far right of the corridor may as well be somewhere at x infty w 2 where x infty is much bigger than ell the lengths of the two doors are ell it is guaranteed that ell leq w so that door b will never hit the opposite side of the wall you are given t scenarios in each scenario the angles a and b are given both are radians in the range 0 pi find the largest r leq r such that when alex s radius is shrunk to r he can reach bob while avoiding the obstacles walls and doors formally alex when shrunk to radius r can reach bob if and only if there exists a continuous curve from 0 y infty to x infty w 2 such that the minimal distance between a point on the curve and a point on an obstacle a wall or a door is at least r in particular if r 0 then alex will be able to reach bob the first line of input consists of three integers r ell and w 1 leq ell w r leq 100 and ell leq w the second line of input consists of an integer t 1 leq t leq 10 000 the number of scenarios to follow each of the next t lines consists of a pair of real numbers representing angles a and b in radians the numbers are given with exactly 4 decimal places for each scenario output the required answer on a separate line your answer will be accepted if its absolute or relative error compared to the judge s answer is at most 10 5,hard,6.0
promotions the fair inc administration decided to promote the best employees and limited the number of promotions to a fixed interval a b the directors compared the employees performance and their evaluations resulted in a consistent precedence relation among employees which has to be respected by promotions this means that for every pair of employees x and y if x outperformed y then y may be promoted only if x is promoted in order to understand whether the data collected so far is enough for ensuring fairness the executive chairman wants to know how many employees will certainly be promoted in the interval endpoints i e if the number of promotions is a and if the number of promotions is b how many employees have no possibility of being promoted even if the number of promotions is b consider the example depicted in the figure there are seven employees and eight precedence rules an arrow from an employee x to an employee y means that x outperformed y the number of promotions is limited to the interval 3 4 therefore if there are only three promotions the promoted employees must be either anne bob and greg or anne eve and greg in this case two employees anne and greg will certainly be promoted notice that with the current information bob and eve may or may not win a promotion if there are four promotions the promoted employees have to be anne bob eve and greg so with four promotions four employees anne bob eve and greg will certainly be promoted and three employees cora dan and fred have no possibility of being promoted the first line of the input has four space separated integers a b e and p a and b are the interval endpoints e is the number of employees and p is the number of precedence rules employees are identified by integers ranging from 0 to e 1 the output consists of three lines the first line contains the number of employees that will certainly be promoted if there are a promotions the second line contains the number of employees that will certainly be promoted if there are b promotions the third line contains the number of employees that have no possibility of being promoted even if there are b promotions,hard,6.0
burrows wheeler the burrows wheeler transform is a technique for transforming a text message so that it responds well to compression techniques under this transform we consider all cyclic shifts of an input string for example if our text was the string arbitrary string then the string rbitrary stringa would be the result of cyclicly shifting the string one character to the left the first character is moved to the end of the string and all of the other characters are moved one index earlier if a string has n characters then there are n cyclic shifts of the string the text on the left lists all cyclic shifts of the string arbitrary string one per line under the burrows wheeler transform we imagine that we lexicographically sorted all these lines the figure on the right illustrates what this would yield for the text arbitrary string the original message is encoded as the right hand column of this sorted list of cyclicly shifted copies of the input string for example arbitrary string would be encoded as ygrrnrbitata isr for this problem you are expected to compute the burrows wheeler transform for an arbitrary line of text of course the transform is invertible but we ll let some other programmer worry about recovering the original message from your encoding input consists of up to 100 messages one per line a message may use lowercase or uppercase letters a z digits punctuation and spaces each message may be up to 100 000 characters in length messages continue up to the end of file the total number of input characters is no more than 2 20 for each input message output a single line that results from applying the burrows wheeler transform the validation for this problem is sensitive to both case and spacing changes,hard,6.0
debugging so you and your printf are now on your own in the search for a line of code that causes the release build to crash still you are lucky adding printf statements to this program affects neither the bug it still crashes at the same original code line nor the execution time at least not notably so even the naive approach of putting a printf statement before each line running the program until it crashes and checking the last printed line would work however it takes some time to add each printf statement to the code and the program may have a lot of lines so perhaps a better plan would involve putting a printf statement in the middle of the program letting it run seeing whether it crashes before the added line and then continuing the search in either the first or second half of the code but then again running the program may take a lot of time so the most time efficient strategy might be something in between write a program that computes the minimum worst case time to find the crashing line no matter where it is assuming you choose an optimal strategy for placing your printf statements we re releasing the new version in five hours so this issue is escalated and needs to be fixed asap the input consists of one line with three integers output the worst case time to find the crashing line when using an optimal strategy,hard,6.0
guessing camels one of the most interesting bets involves guessing the complete order in which the camels will finish the race this bet offers the biggest return on your money since it is also the one that is the hardest to get right jaap jan and thijs have already placed their bets but the race will not start until an hour from now so they are getting bored they started wondering how many pairs of camels they have put in the same order if camel c is before camel d on jaap s jan s and thijs bet it means that all three of them put c and d in the same order can you help them to calculate the number of pairs of camels for which this happened the input consists of output the number of pairs of camels that appear in the same order in all 3 bets,hard,6.0
physical music the music business is changing rapidly and this is reflected by the single charts initially the dutch single top 100 was based purely on sale numbers of cd singles in the course of time however these numbers dropped dramatically in favour of legal and illegal downloads of music from the internet therefore since 2006 downloads of singles from specific legal downloads sites are incorporated into the chart nowadays even streams from certain streaming platforms contribute to the single top 100 between 2006 and 2013 when the single top 100 was based on both cd singles and downloads there was also a chart called the download top 100 based purely on the downloads assuming that both charts used the same numbers of weekly downloads one could tell from a comparison between the two charts which singles were selling well physically and in fact since some singles did not even appear as cd singles any more one could tell which singles were certainly available as cd single the ones that were doing better as compared to some other singles in the single top 100 than in the download top 100 now you are asked to write a program to determine these singles to be prepared for other communities which may also have single charts of other sizes your program should not be limited to charts containing exactly one hundred singles the input starts with a line containing an integer t 1 leq t leq 20 the number of test cases then for each test case for each test case output,hard,6.0
entertainment box ada bertrand and charles often argue over which tv shows to watch and to avoid some of their fights they have finally decided to buy a video tape recorder this fabulous new device can record k different tv shows simultaneously and whenever a show recorded in one the machine s k slots ends the machine is immediately ready to record another show in the same slot the three friends wonder how many tv shows they can record during one day they provide you with the tv guide for today s shows and tell you the number of shows the machine can record simultaneously how many shows can they record using their recording machine count only shows that are recorded in their entirety the first line of input contains two integers n k 1 leq k n leq 100 000 then follow n lines each containing two integers x i y i meaning that show i starts at time x i and finishes by time y i this means that two shows i and j where y i x j can be recorded without conflict in the same recording slot you may assume that 0 leq x i y i leq 1 000 000 000 the output should contain exactly one line with a single integer the maximum number of full shows from the tv guide that can be recorded with the tape recorder,hard,6.0
lexicography an anagram of a string is any string that can be formed using the same letters as the original we consider the original string an anagram of itself as well for example the string acm has the following 6 anagrams as given in alphabetical order as another example the string icpc has the following 12 anagrams in alphabetical order given a string and a rank k you are to determine the k text th such anagram according to alphabetical order the input is composed of t test cases 1 leqslant t leqslant 50 for each test display the k text th anagram of the original string,hard,6.0
captain obvious and the rabbit man it s you captain obvious cried the evil rabbit man you came here to foil my evil plans yes it s me said captain obvious but how did you know that i would be here on 625 sunflower street did you crack my evil code i did three days ago you robbed a bank on 5 sunflower street the next day you blew up 25 sunflower street and yesterday you left quite a mess under number 125 these are all powers of 5 and last year you pulled a similar stunt with powers of 13 you seem to have a knack for fibonacci numbers rabbit man that s not over i will learn arithmetics rabbit man screamed as he was dragged into custody you will never know what to expect owww not my ears you morons maybe but right now you are being arrested captain added proudly unfortunately rabbit man has now indeed learned some more advanced arithmetics to understand it let us define the sequence f n being not completely unlike the fibonacci sequence rabbit man has combined all his previous evil ideas into one master plan on the i th day he does a malicious act on the spot number p i defined as follows the number k and the integer coefficients a 1 ldots a k are fixed captain obvious learned k but does not know the coefficients given p 1 p 2 ldots p k help him to determine p k 1 to avoid overwhelmingly large numbers do all the calculations modulo a fixed prime number m you may assume that f 1 f 2 ldots f n are pairwise distinct modulo m you may also assume that there always exists a unique solution for the given input the first line of input contains the number of test cases t the descriptions of the test cases follow print the answers to the test cases in the order in which they appear in the input for each test case print a single line containing one integer the value of p k 1 modulo m,hard,6.0
